identifier,firstDragonIdentifier,secondDragonIdentifier,possibleRawEggDistribution,goldPossibleRawEggDistribution,eggNumber,h
1764,T4C1HEdragon,T5C3HFdragon,deck1764:1,deck1764:1,1,
1765,T4C1HEdragon,T5C3WFdragon,deck1765:1,deck1765:1,1,
1766,T4C1HEdragon,T5C3SDdragon,deck1766:1,deck1766:1,1,
1767,T4C1HEdragon,T5C3HUdragon,deck1767:1,deck1767:1,1,
1768,T4C1HEdragon,T5C3WEdragon,deck1768:1,deck1768:1,1,
1769,T4C1HEdragon,T5C3SIdragon,deck1769:1,deck1769:1,1,
1770,T4C1HFdragon,T4C2WIdragon,deck1770:1,deck1770:1,1,
1771,T4C1HFdragon,T4C2SEdragon,deck1771:1,deck1771:1,1,
1772,T4C1HFdragon,T4C2HUdragon,deck1772:1,deck1772:1,1,
1773,T4C1HFdragon,T4C2WDdragon,deck1773:1,deck1773:1,1,
1774,T4C1HFdragon,T4C3SIdragon,deck1774:1,deck1774:1,1,
1775,T4C1HFdragon,T4C3WFdragon,deck1775:1,deck1775:1,1,
1776,T4C1HFdragon,T4C3HDdragon,deck1776:1,deck1776:1,1,
1777,T4C1HFdragon,T4C3SUdragon,deck1777:1,deck1777:1,1,
1778,T4C1HFdragon,T4C3WEdragon,deck1778:1,deck1778:1,1,
1779,T4C1HFdragon,T5C1WUdragon,deck1779:1,deck1779:1,1,
1780,T4C1HFdragon,T5C1HEdragon,deck1780:1,deck1780:1,1,
1781,T4C1HFdragon,T5C1WDdragon,deck1781:1,deck1781:1,1,
1782,T4C1HFdragon,T5C1SFdragon,deck1782:1,deck1782:1,1,
1783,T4C1HFdragon,T5C1HIdragon,deck1783:1,deck1783:1,1,
1784,T4C1HFdragon,T5C2SEdragon,deck1784:1,deck1784:1,1,
1785,T4C1HFdragon,T5C2HDdragon,deck1785:1,deck1785:1,1,
1786,T4C1HFdragon,T5C2WIdragon,deck1786:1,deck1786:1,1,
1787,T4C1HFdragon,T5C2SUdragon,deck1787:1,deck1787:1,1,
1788,T4C1HFdragon,T5C3WFdragon,deck1788:1,deck1788:1,1,
1789,T4C1HFdragon,T5C3SDdragon,deck1789:1,deck1789:1,1,
1790,T4C1HFdragon,T5C3HUdragon,deck1790:1,deck1790:1,1,
1791,T4C1HFdragon,T5C3WEdragon,deck1791:1,deck1791:1,1,
1792,T4C1HFdragon,T5C3SIdragon,deck1792:1,deck1792:1,1,
1793,T4C2WIdragon,T4C2SEdragon,deck1793:1,deck1793:1,1,
1794,T4C2WIdragon,T4C2HUdragon,deck1794:1,deck1794:1,1,
1795,T4C2WIdragon,T4C2WDdragon,deck1795:1,deck1795:1,1,
1796,T4C2WIdragon,T4C3SIdragon,deck1796:1,deck1796:1,1,
1797,T4C2WIdragon,T4C3WFdragon,deck1797:1,deck1797:1,1,
1798,T4C2WIdragon,T4C3HDdragon,deck1798:1,deck1798:1,1,
1799,T4C2WIdragon,T4C3SUdragon,deck1799:1,deck1799:1,1,
1800,T4C2WIdragon,T4C3WEdragon,deck1800:1,deck1800:1,1,
1801,T4C2WIdragon,T5C1WUdragon,deck1801:1,deck1801:1,1,
1802,T4C2WIdragon,T5C1HEdragon,deck1802:1,deck1802:1,1,
1803,T4C2WIdragon,T5C1WDdragon,deck1803:1,deck1803:1,1,
1804,T4C2WIdragon,T5C1SFdragon,deck1804:1,deck1804:1,1,
1805,T4C2WIdragon,T5C1HIdragon,deck1805:1,deck1805:1,1,
1806,T4C2WIdragon,T5C2SEdragon,deck1806:1,deck1806:1,1,
1807,T4C2WIdragon,T5C2HDdragon,deck1807:1,deck1807:1,1,
1808,T4C2WIdragon,T5C2WIdragon,deck1808:1,deck1808:1,1,
1809,T4C2WIdragon,T5C2SUdragon,deck1809:1,deck1809:1,1,
1810,T4C2WIdragon,T5C3HFdragon,deck1810:1,deck1810:1,1,
1811,T4C2WIdragon,T5C3WFdragon,deck1811:1,deck1811:1,1,
1812,T4C2WIdragon,T5C3SDdragon,deck1812:1,deck1812:1,1,
1813,T4C2WIdragon,T5C3HUdragon,deck1813:1,deck1813:1,1,
1814,T4C2WIdragon,T5C3WEdragon,deck1814:1,deck1814:1,1,
1815,T4C2WIdragon,T5C3SIdragon,deck1815:1,deck1815:1,1,
1816,T4C2SEdragon,T4C2HUdragon,deck1816:1,deck1816:1,1,
1817,T4C2SEdragon,T4C2WDdragon,deck1817:1,deck1817:1,1,
1818,T4C2SEdragon,T4C3SIdragon,deck1818:1,deck1818:1,1,
1819,T4C2SEdragon,T4C3WFdragon,deck1819:1,deck1819:1,1,
1820,T4C2SEdragon,T4C3HDdragon,deck1820:1,deck1820:1,1,
1821,T4C2SEdragon,T4C3SUdragon,deck1821:1,deck1821:1,1,
1822,T4C2SEdragon,T4C3WEdragon,deck1822:1,deck1822:1,1,
1823,T4C2SEdragon,T5C1WUdragon,deck1823:1,deck1823:1,1,
1824,T4C2SEdragon,T5C1HEdragon,deck1824:1,deck1824:1,1,
1825,T4C2SEdragon,T5C1WDdragon,deck1825:1,deck1825:1,1,
1826,T4C2SEdragon,T5C1SFdragon,deck1826:1,deck1826:1,1,
1827,T4C2SEdragon,T5C1HIdragon,deck1827:1,deck1827:1,1,
1828,T4C2SEdragon,T5C2SEdragon,deck1828:1,deck1828:1,1,
1829,T4C2SEdragon,T5C2HDdragon,deck1829:1,deck1829:1,1,
1830,T4C2SEdragon,T5C2WIdragon,deck1830:1,deck1830:1,1,
1831,T4C2SEdragon,T5C2SUdragon,deck1831:1,deck1831:1,1,
1832,T4C2SEdragon,T5C3HFdragon,deck1832:1,deck1832:1,1,
1833,T4C2SEdragon,T5C3WFdragon,deck1833:1,deck1833:1,1,
1834,T4C2SEdragon,T5C3SDdragon,deck1834:1,deck1834:1,1,
1835,T4C2SEdragon,T5C3HUdragon,deck1835:1,deck1835:1,1,
1836,T4C2SEdragon,T5C3WEdragon,deck1836:1,deck1836:1,1,
1837,T4C2SEdragon,T5C3SIdragon,deck1837:1,deck1837:1,1,
1838,T4C2HUdragon,T4C2WDdragon,deck1838:1,deck1838:1,1,
1839,T4C2HUdragon,T4C3SIdragon,deck1839:1,deck1839:1,1,
1840,T4C2HUdragon,T4C3WFdragon,deck1840:1,deck1840:1,1,
1841,T4C2HUdragon,T4C3HDdragon,deck1841:1,deck1841:1,1,
1842,T4C2HUdragon,T4C3SUdragon,deck1842:1,deck1842:1,1,
1843,T4C2HUdragon,T4C3WEdragon,deck1843:1,deck1843:1,1,
1844,T4C2HUdragon,T5C1WUdragon,deck1844:1,deck1844:1,1,
1845,T4C2HUdragon,T5C1HEdragon,deck1845:1,deck1845:1,1,
1846,T4C2HUdragon,T5C1WDdragon,deck1846:1,deck1846:1,1,
1847,T4C2HUdragon,T5C1SFdragon,deck1847:1,deck1847:1,1,
1848,T4C2HUdragon,T5C1HIdragon,deck1848:1,deck1848:1,1,
1849,T4C2HUdragon,T5C2SEdragon,deck1849:1,deck1849:1,1,
1850,T4C2HUdragon,T5C2HDdragon,deck1850:1,deck1850:1,1,
1851,T4C2HUdragon,T5C2WIdragon,deck1851:1,deck1851:1,1,
1852,T4C2HUdragon,T5C2SUdragon,deck1852:1,deck1852:1,1,
1853,T4C2HUdragon,T5C3HFdragon,deck1853:1,deck1853:1,1,
1854,T4C2HUdragon,T5C3WFdragon,deck1854:1,deck1854:1,1,
1855,T4C2HUdragon,T5C3SDdragon,deck1855:1,deck1855:1,1,
1856,T4C2HUdragon,T5C3HUdragon,deck1856:1,deck1856:1,1,
1857,T4C2HUdragon,T5C3WEdragon,deck1857:1,deck1857:1,1,
1858,T4C2HUdragon,T5C3SIdragon,deck1858:1,deck1858:1,1,
1859,T4C2WDdragon,T4C3SIdragon,deck1859:1,deck1859:1,1,
1860,T4C2WDdragon,T4C3WFdragon,deck1860:1,deck1860:1,1,
1861,T4C2WDdragon,T4C3HDdragon,deck1861:1,deck1861:1,1,
1862,T4C2WDdragon,T4C3SUdragon,deck1862:1,deck1862:1,1,
1863,T4C2WDdragon,T4C3WEdragon,deck1863:1,deck1863:1,1,
1864,T4C2WDdragon,T5C1WUdragon,deck1864:1,deck1864:1,1,
1865,T4C2WDdragon,T5C1HEdragon,deck1865:1,deck1865:1,1,
1866,T4C2WDdragon,T5C1WDdragon,deck1866:1,deck1866:1,1,
1867,T4C2WDdragon,T5C1SFdragon,deck1867:1,deck1867:1,1,
1868,T4C2WDdragon,T5C1HIdragon,deck1868:1,deck1868:1,1,
1869,T4C2WDdragon,T5C2SEdragon,deck1869:1,deck1869:1,1,
1870,T4C2WDdragon,T5C2HDdragon,deck1870:1,deck1870:1,1,
1871,T4C2WDdragon,T5C2WIdragon,deck1871:1,deck1871:1,1,
1872,T4C2WDdragon,T5C2SUdragon,deck1872:1,deck1872:1,1,
1873,T4C2WDdragon,T5C3HFdragon,deck1873:1,deck1873:1,1,
1874,T4C2WDdragon,T5C3WFdragon,deck1874:1,deck1874:1,1,
1875,T4C2WDdragon,T5C3SDdragon,deck1875:1,deck1875:1,1,
1876,T4C2WDdragon,T5C3HUdragon,deck1876:1,deck1876:1,1,
1877,T4C2WDdragon,T5C3WEdragon,deck1877:1,deck1877:1,1,
1878,T4C2WDdragon,T5C3SIdragon,deck1878:1,deck1878:1,1,
1879,T4C3SIdragon,T4C3WFdragon,deck1879:1,deck1879:1,1,
1880,T4C3SIdragon,T4C3HDdragon,deck1880:1,deck1880:1,1,
1881,T4C3SIdragon,T4C3SUdragon,deck1881:1,deck1881:1,1,
1882,T4C3SIdragon,T4C3WEdragon,deck1882:1,deck1882:1,1,
1883,T4C3SIdragon,T5C1WUdragon,deck1883:1,deck1883:1,1,
1884,T4C3SIdragon,T5C1HEdragon,deck1884:1,deck1884:1,1,
1885,T4C3SIdragon,T5C1WDdragon,deck1885:1,deck1885:1,1,
1886,T4C3SIdragon,T5C1SFdragon,deck1886:1,deck1886:1,1,
1887,T4C3SIdragon,T5C1HIdragon,deck1887:1,deck1887:1,1,
1888,T4C3SIdragon,T5C2SEdragon,deck1888:1,deck1888:1,1,
1889,T4C3SIdragon,T5C2HDdragon,deck1889:1,deck1889:1,1,
1890,T4C3SIdragon,T5C2WIdragon,deck1890:1,deck1890:1,1,
1891,T4C3SIdragon,T5C2SUdragon,deck1891:1,deck1891:1,1,
1892,T4C3SIdragon,T5C3HFdragon,deck1892:1,deck1892:1,1,
1893,T4C3SIdragon,T5C3WFdragon,deck1893:1,deck1893:1,1,
1894,T4C3SIdragon,T5C3SDdragon,deck1894:1,deck1894:1,1,
1895,T4C3SIdragon,T5C3HUdragon,deck1895:1,deck1895:1,1,
1896,T4C3SIdragon,T5C3WEdragon,deck1896:1,deck1896:1,1,
1897,T4C3SIdragon,T5C3SIdragon,deck1897:1,deck1897:1,1,
1898,T4C3WFdragon,T4C3HDdragon,deck1898:1,deck1898:1,1,
1899,T4C3WFdragon,T4C3SUdragon,deck1899:1,deck1899:1,1,
1900,T4C3WFdragon,T4C3WEdragon,deck1900:1,deck1900:1,1,
1901,T4C3WFdragon,T5C1WUdragon,deck1901:1,deck1901:1,1,
1902,T4C3WFdragon,T5C1HEdragon,deck1902:1,deck1902:1,1,
1903,T4C3WFdragon,T5C1WDdragon,deck1903:1,deck1903:1,1,
1904,T4C3WFdragon,T5C1SFdragon,deck1904:1,deck1904:1,1,
1905,T4C3WFdragon,T5C1HIdragon,deck1905:1,deck1905:1,1,
1906,T4C3WFdragon,T5C2SEdragon,deck1906:1,deck1906:1,1,
1907,T4C3WFdragon,T5C2HDdragon,deck1907:1,deck1907:1,1,
1908,T4C3WFdragon,T5C2WIdragon,deck1908:1,deck1908:1,1,
1909,T4C3WFdragon,T5C2SUdragon,deck1909:1,deck1909:1,1,
1910,T4C3WFdragon,T5C3HFdragon,deck1910:1,deck1910:1,1,
1911,T4C3WFdragon,T5C3WFdragon,deck1911:1,deck1911:1,1,
1912,T4C3WFdragon,T5C3SDdragon,deck1912:1,deck1912:1,1,
1913,T4C3WFdragon,T5C3HUdragon,deck1913:1,deck1913:1,1,
1914,T4C3WFdragon,T5C3WEdragon,deck1914:1,deck1914:1,1,
1915,T4C3WFdragon,T5C3SIdragon,deck1915:1,deck1915:1,1,
1916,T4C3HDdragon,T4C3SUdragon,deck1916:1,deck1916:1,1,
1917,T4C3HDdragon,T4C3WEdragon,deck1917:1,deck1917:1,1,
1918,T4C3HDdragon,T5C1WUdragon,deck1918:1,deck1918:1,1,
1919,T4C3HDdragon,T5C1HEdragon,deck1919:1,deck1919:1,1,
1920,T4C3HDdragon,T5C1WDdragon,deck1920:1,deck1920:1,1,
1921,T4C3HDdragon,T5C1SFdragon,deck1921:1,deck1921:1,1,
1922,T4C3HDdragon,T5C1HIdragon,deck1922:1,deck1922:1,1,
1923,T4C3HDdragon,T5C2SEdragon,deck1923:1,deck1923:1,1,
1924,T4C3HDdragon,T5C2HDdragon,deck1924:1,deck1924:1,1,
1925,T4C3HDdragon,T5C2WIdragon,deck1925:1,deck1925:1,1,
1926,T4C3HDdragon,T5C2SUdragon,deck1926:1,deck1926:1,1,
1927,T4C3HDdragon,T5C3HFdragon,deck1927:1,deck1927:1,1,
1928,T4C3HDdragon,T5C3WFdragon,deck1928:1,deck1928:1,1,
1929,T4C3HDdragon,T5C3SDdragon,deck1929:1,deck1929:1,1,
1930,T4C3HDdragon,T5C3HUdragon,deck1930:1,deck1930:1,1,
1931,T4C3HDdragon,T5C3WEdragon,deck1931:1,deck1931:1,1,
1932,T4C3HDdragon,T5C3SIdragon,deck1932:1,deck1932:1,1,
1933,T4C3SUdragon,T4C3WEdragon,deck1933:1,deck1933:1,1,
1934,T4C3SUdragon,T5C1WUdragon,deck1934:1,deck1934:1,1,
1935,T4C3SUdragon,T5C1HEdragon,deck1935:1,deck1935:1,1,
1936,T4C3SUdragon,T5C1WDdragon,deck1936:1,deck1936:1,1,
1937,T4C3SUdragon,T5C1SFdragon,deck1937:1,deck1937:1,1,
1938,T4C3SUdragon,T5C1HIdragon,deck1938:1,deck1938:1,1,
1939,T4C3SUdragon,T5C2SEdragon,deck1939:1,deck1939:1,1,
1940,T4C3SUdragon,T5C2HDdragon,deck1940:1,deck1940:1,1,
1941,T4C3SUdragon,T5C2WIdragon,deck1941:1,deck1941:1,1,
1942,T4C3SUdragon,T5C2SUdragon,deck1942:1,deck1942:1,1,
1943,T4C3SUdragon,T5C3HFdragon,deck1943:1,deck1943:1,1,
1944,T4C3SUdragon,T5C3WFdragon,deck1944:1,deck1944:1,1,
1945,T4C3SUdragon,T5C3SDdragon,deck1945:1,deck1945:1,1,
1946,T4C3SUdragon,T5C3HUdragon,deck1946:1,deck1946:1,1,
1947,T4C3SUdragon,T5C3WEdragon,deck1947:1,deck1947:1,1,
1948,T4C3SUdragon,T5C3SIdragon,deck1948:1,deck1948:1,1,
1949,T4C3WEdragon,T5C1WUdragon,deck1949:1,deck1949:1,1,
1950,T4C3WEdragon,T5C1HEdragon,deck1950:1,deck1950:1,1,
1951,T4C3WEdragon,T5C1WDdragon,deck1951:1,deck1951:1,1,
1952,T4C3WEdragon,T5C1SFdragon,deck1952:1,deck1952:1,1,
1953,T4C3WEdragon,T5C1HIdragon,deck1953:1,deck1953:1,1,
1954,T4C3WEdragon,T5C2SEdragon,deck1954:1,deck1954:1,1,
1955,T4C3WEdragon,T5C2HDdragon,deck1955:1,deck1955:1,1,
1956,T4C3WEdragon,T5C2WIdragon,deck1956:1,deck1956:1,1,
1957,T4C3WEdragon,T5C2SUdragon,deck1957:1,deck1957:1,1,
1958,T4C3WEdragon,T5C3HFdragon,deck1958:1,deck1958:1,1,
1959,T4C3WEdragon,T5C3WFdragon,deck1959:1,deck1959:1,1,
1960,T4C3WEdragon,T5C3SDdragon,deck1960:1,deck1960:1,1,
1961,T4C3WEdragon,T5C3HUdragon,deck1961:1,deck1961:1,1,
1962,T4C3WEdragon,T5C3WEdragon,deck1962:1,deck1962:1,1,
1963,T4C3WEdragon,T5C3SIdragon,deck1963:1,deck1963:1,1,
1964,T5C1WUdragon,T5C1HEdragon,deck1964:1,deck1964:1,1,
1965,T5C1WUdragon,T5C1WDdragon,deck1965:1,deck1965:1,1,
1966,T5C1WUdragon,T5C1SFdragon,deck1966:1,deck1966:1,1,
1967,T5C1WUdragon,T5C1HIdragon,deck1967:1,deck1967:1,1,
1968,T5C1WUdragon,T5C2SEdragon,deck1968:1,deck1968:1,1,
1969,T5C1WUdragon,T5C2HDdragon,deck1969:1,deck1969:1,1,
1970,T5C1WUdragon,T5C2WIdragon,deck1970:1,deck1970:1,1,
1971,T5C1WUdragon,T5C2SUdragon,deck1971:1,deck1971:1,1,
1972,T5C1WUdragon,T5C3HFdragon,deck1972:1,deck1972:1,1,
1973,T5C1WUdragon,T5C3WFdragon,deck1973:1,deck1973:1,1,
1974,T5C1WUdragon,T5C3SDdragon,deck1974:1,deck1974:1,1,
1975,T5C1WUdragon,T5C3HUdragon,deck1975:1,deck1975:1,1,
1976,T5C1WUdragon,T5C3WEdragon,deck1976:1,deck1976:1,1,
1977,T5C1WUdragon,T5C3SIdragon,deck1977:1,deck1977:1,1,
1978,T5C1HEdragon,T5C1WDdragon,deck1978:1,deck1978:1,1,
1979,T5C1HEdragon,T5C1SFdragon,deck1979:1,deck1979:1,1,
1980,T5C1HEdragon,T5C1HIdragon,deck1980:1,deck1980:1,1,
1981,T5C1HEdragon,T5C2SEdragon,deck1981:1,deck1981:1,1,
1982,T5C1HEdragon,T5C2HDdragon,deck1982:1,deck1982:1,1,
1983,T5C1HEdragon,T5C2WIdragon,deck1983:1,deck1983:1,1,
1984,T5C1HEdragon,T5C2SUdragon,deck1984:1,deck1984:1,1,
1985,T5C1HEdragon,T5C3HFdragon,deck1985:1,deck1985:1,1,
1986,T5C1HEdragon,T5C3WFdragon,deck1986:1,deck1986:1,1,
1987,T5C1HEdragon,T5C3SDdragon,deck1987:1,deck1987:1,1,
1988,T5C1HEdragon,T5C3HUdragon,deck1988:1,deck1988:1,1,
1989,T5C1HEdragon,T5C3WEdragon,deck1989:1,deck1989:1,1,
1990,T5C1HEdragon,T5C3SIdragon,deck1990:1,deck1990:1,1,
1991,T5C1WDdragon,T5C1SFdragon,deck1991:1,deck1991:1,1,
1992,T5C1WDdragon,T5C1HIdragon,deck1992:1,deck1992:1,1,
1993,T5C1WDdragon,T5C2SEdragon,deck1993:1,deck1993:1,1,
1994,T5C1WDdragon,T5C2HDdragon,deck1994:1,deck1994:1,1,
1995,T5C1WDdragon,T5C2WIdragon,deck1995:1,deck1995:1,1,
1996,T5C1WDdragon,T5C2SUdragon,deck1996:1,deck1996:1,1,
1997,T5C1WDdragon,T5C3HFdragon,deck1997:1,deck1997:1,1,
1998,T5C1WDdragon,T5C3WFdragon,deck1998:1,deck1998:1,1,
1999,T5C1WDdragon,T5C3SDdragon,deck1999:1,deck1999:1,1,
2000,T5C1WDdragon,T5C3HUdragon,deck2000:1,deck2000:1,1,
2001,T5C1WDdragon,T5C3WEdragon,deck2001:1,deck2001:1,1,
2002,T5C1WDdragon,T5C3SIdragon,deck2002:1,deck2002:1,1,
2003,T5C1SFdragon,T5C1HIdragon,deck2003:1,deck2003:1,1,
2004,T5C1SFdragon,T5C2SEdragon,deck2004:1,deck2004:1,1,
2005,T5C1SFdragon,T5C2HDdragon,deck2005:1,deck2005:1,1,
2006,T5C1SFdragon,T5C2WIdragon,deck2006:1,deck2006:1,1,
2007,T5C1SFdragon,T5C2SUdragon,deck2007:1,deck2007:1,1,
2008,T5C1SFdragon,T5C3HFdragon,deck2008:1,deck2008:1,1,
2009,T5C1SFdragon,T5C3WFdragon,deck2009:1,deck2009:1,1,
2010,T5C1SFdragon,T5C3SDdragon,deck2010:1,deck2010:1,1,
2011,T5C1SFdragon,T5C3HUdragon,deck2011:1,deck2011:1,1,
2012,T5C1SFdragon,T5C3WEdragon,deck2012:1,deck2012:1,1,
2013,T5C1SFdragon,T5C3SIdragon,deck2013:1,deck2013:1,1,
2014,T5C1HIdragon,T5C2SEdragon,deck2014:1,deck2014:1,1,
2015,T5C1HIdragon,T5C2HDdragon,deck2015:1,deck2015:1,1,
2016,T5C1HIdragon,T5C2WIdragon,deck2016:1,deck2016:1,1,
2017,T5C1HIdragon,T5C2SUdragon,deck2017:1,deck2017:1,1,
2018,T5C1HIdragon,T5C3HFdragon,deck2018:1,deck2018:1,1,
2019,T5C1HIdragon,T5C3WFdragon,deck2019:1,deck2019:1,1,
2020,T5C1HIdragon,T5C3SDdragon,deck2020:1,deck2020:1,1,
2021,T5C1HIdragon,T5C3HUdragon,deck2021:1,deck2021:1,1,
2022,T5C1HIdragon,T5C3WEdragon,deck2022:1,deck2022:1,1,
2023,T5C1HIdragon,T5C3SIdragon,deck2023:1,deck2023:1,1,
2024,T5C2SEdragon,T5C2HDdragon,deck2024:1,deck2024:1,1,
2025,T5C2SEdragon,T5C2WIdragon,deck2025:1,deck2025:1,1,
2026,T5C2SEdragon,T5C2SUdragon,deck2026:1,deck2026:1,1,
2027,T5C2SEdragon,T5C3HFdragon,deck2027:1,deck2027:1,1,
2028,T5C2SEdragon,T5C3WFdragon,deck2028:1,deck2028:1,1,
2029,T5C2SEdragon,T5C3SDdragon,deck2029:1,deck2029:1,1,
2030,T5C2SEdragon,T5C3HUdragon,deck2030:1,deck2030:1,1,
2031,T5C2SEdragon,T5C3WEdragon,deck2031:1,deck2031:1,1,
2032,T5C2SEdragon,T5C3SIdragon,deck2032:1,deck2032:1,1,
2033,T5C2HDdragon,T5C2WIdragon,deck2033:1,deck2033:1,1,
2034,T5C2HDdragon,T5C2SUdragon,deck2034:1,deck2034:1,1,
2035,T5C2HDdragon,T5C3HFdragon,deck2035:1,deck2035:1,1,
2036,T5C2HDdragon,T5C3WFdragon,deck2036:1,deck2036:1,1,
2037,T5C2HDdragon,T5C3SDdragon,deck2037:1,deck2037:1,1,
2038,T5C2HDdragon,T5C3HUdragon,deck2038:1,deck2038:1,1,
2039,T5C2HDdragon,T5C3WEdragon,deck2039:1,deck2039:1,1,
2040,T5C2HDdragon,T5C3SIdragon,deck2040:1,deck2040:1,1,
2041,T5C2WIdragon,T5C2SUdragon,deck2041:1,deck2041:1,1,
2042,T5C2WIdragon,T5C3HFdragon,deck2042:1,deck2042:1,1,
2043,T5C2WIdragon,T5C3WFdragon,deck2043:1,deck2043:1,1,
2044,T5C2WIdragon,T5C3SDdragon,deck2044:1,deck2044:1,1,
2045,T5C2WIdragon,T5C3HUdragon,deck2045:1,deck2045:1,1,
2046,T5C2WIdragon,T5C3WEdragon,deck2046:1,deck2046:1,1,
2047,T5C2WIdragon,T5C3SIdragon,deck2047:1,deck2047:1,1,
2048,T5C2SUdragon,T5C3HFdragon,deck2048:1,deck2048:1,1,
2049,T5C2SUdragon,T5C3WFdragon,deck2049:1,deck2049:1,1,
2050,T5C2SUdragon,T5C3SDdragon,deck2050:1,deck2050:1,1,
2051,T5C2SUdragon,T5C3HUdragon,deck2051:1,deck2051:1,1,
2052,T5C2SUdragon,T5C3WEdragon,deck2052:1,deck2052:1,1,
2053,T5C2SUdragon,T5C3SIdragon,deck2053:1,deck2053:1,1,
2054,T5C3HFdragon,T5C3WFdragon,deck2054:1,deck2054:1,1,
2055,T5C3HFdragon,T5C3SDdragon,deck2055:1,deck2055:1,1,
2056,T5C3HFdragon,T5C3HUdragon,deck2056:1,deck2056:1,1,
2057,T5C3HFdragon,T5C3WEdragon,deck2057:1,deck2057:1,1,
2058,T5C3HFdragon,T5C3SIdragon,deck2058:1,deck2058:1,1,
2059,T5C3WFdragon,T5C3SDdragon,deck2059:1,deck2059:1,1,
2060,T5C3WFdragon,T5C3HUdragon,deck2060:1,deck2060:1,1,
2061,T5C3WFdragon,T5C3WEdragon,deck2061:1,deck2061:1,1,
2062,T5C3WFdragon,T5C3SIdragon,deck2062:1,deck2062:1,1,
2063,T5C3SDdragon,T5C3HUdragon,deck2063:1,deck2063:1,1,
2064,T5C3SDdragon,T5C3WEdragon,deck2064:1,deck2064:1,1,
2065,T5C3SDdragon,T5C3SIdragon,deck2065:1,deck2065:1,1,
2066,T5C3HUdragon,T5C3WEdragon,deck2066:1,deck2066:1,1,
2067,T5C3HUdragon,T5C3SIdragon,deck2067:1,deck2067:1,1,
2068,T5C3WEdragon,T5C3SIdragon,deck2068:1,deck2068:1,1,
2069,T1C1WFdragon,T1C1HIdragon,T1C1HIdragon:0|T1C1WFdragon:0|T1C2WIdragon:1,T1C1HIdragon:0|T1C1WFdragon:0|T1C2WIdragon:1,1,
2070,T1C1HIdragon,T1C2HEdragon,T1C1HIdragon:0|T1C2HEdragon:0|T1C1SEdragon:1,T1C1HIdragon:0|T1C2HEdragon:0|T1C1SEdragon:1,1,
2071,T1C1WFdragon,T1C2WIdragon,T1C1WFdragon:1|T1C2WIdragon:0|T1C2SFdragon:0,T1C1WFdragon:1|T1C2WIdragon:0|T1C2SFdragon:0,1,
2072,T1C1WFdragon,T1C2WIdragon,T1C1WFdragon:0|T1C2WIdragon:1|T1C2SFdragon:0,T1C1WFdragon:0|T1C2WIdragon:1|T1C2SFdragon:0,2,
2073,T1C1WFdragon,T1C2WIdragon,T1C1WFdragon:0|T1C2WIdragon:0|T1C2SFdragon:1,T1C1WFdragon:0|T1C2WIdragon:0|T1C2SFdragon:1,3,
2074,T1C1SEdragon,T1C2HEdragon,T1C1SEdragon:0|T1C2HEdragon:1|T1C3HFdragon:0,T1C1SEdragon:0|T1C2HEdragon:1|T1C3HFdragon:0,1,
2075,T1C1SEdragon,T1C2HEdragon,T1C1SEdragon:0|T1C2HEdragon:1|T1C3HFdragon:0,T1C1SEdragon:0|T1C2HEdragon:1|T1C3HFdragon:0,2,
2076,T1C1SEdragon,T1C2HEdragon,T1C1SEdragon:1|T1C2HEdragon:0|T1C3HFdragon:0,T1C1SEdragon:1|T1C2HEdragon:0|T1C3HFdragon:0,3,
2077,T1C1SEdragon,T1C2HEdragon,T1C1SEdragon:0|T1C2HEdragon:0|T1C3HFdragon:1,T1C1SEdragon:0|T1C2HEdragon:0|T1C3HFdragon:1,4,
2078,T1C1SEdragon,T1C2SFdragon,T1C1SEdragon:0|T1C2SFdragon:1|T1C3WEdragon:0,T1C1SEdragon:0|T1C2SFdragon:1|T1C3WEdragon:0,1,
2079,T1C1SEdragon,T1C2SFdragon,T1C1SEdragon:1|T1C2SFdragon:0|T1C3WEdragon:0,T1C1SEdragon:1|T1C2SFdragon:0|T1C3WEdragon:0,2,
2080,T1C1SEdragon,T1C2SFdragon,T1C1SEdragon:1|T1C2SFdragon:0|T1C3WEdragon:0,T1C1SEdragon:1|T1C2SFdragon:0|T1C3WEdragon:0,3,
2081,T1C1SEdragon,T1C2SFdragon,T1C1SEdragon:0|T1C2SFdragon:1|T1C3WEdragon:0,T1C1SEdragon:0|T1C2SFdragon:1|T1C3WEdragon:0,4,
2082,T1C1SEdragon,T1C2SFdragon,T1C1SEdragon:1|T1C2SFdragon:0|T1C3WEdragon:0,T1C1SEdragon:1|T1C2SFdragon:0|T1C3WEdragon:0,5,
2083,T1C1SEdragon,T1C2SFdragon,T1C1SEdragon:0|T1C2SFdragon:1|T1C3WEdragon:0,T1C1SEdragon:0|T1C2SFdragon:1|T1C3WEdragon:0,6,
2084,T1C1SEdragon,T1C2SFdragon,T1C1SEdragon:1|T1C2SFdragon:0|T1C3WEdragon:0,T1C1SEdragon:1|T1C2SFdragon:0|T1C3WEdragon:0,7,
2085,T1C1SEdragon,T1C2SFdragon,T1C1SEdragon:0|T1C2SFdragon:0|T1C3WEdragon:1,T1C1SEdragon:0|T1C2SFdragon:0|T1C3WEdragon:1,8,!@#lhihcjejafddbnmm
